,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name
38,0.301,0.0168,9,-26.85,1,0.0364,0.977,0.963,0.0731,0.045,65.585,audio_features,3Kxk2coQTg8JFXJrcjAYZT,spotify:track:3Kxk2coQTg8JFXJrcjAYZT,https://api.spotify.com/v1/tracks/3Kxk2coQTg8JFXJrcjAYZT,https://api.spotify.com/v1/audio-analysis/3Kxk2coQTg8JFXJrcjAYZT,189228,4,Cuna
39,0.316,0.0617,5,-28.556,0,0.0496,0.995,0.93,0.116,0.19,70.132,audio_features,0fHo89AiSS0X3ycHHKnIoU,spotify:track:0fHo89AiSS0X3ycHHKnIoU,https://api.spotify.com/v1/tracks/0fHo89AiSS0X3ycHHKnIoU,https://api.spotify.com/v1/audio-analysis/0fHo89AiSS0X3ycHHKnIoU,152069,3,Water
40,0.372,0.0542,7,-23.856,0,0.0414,0.956,0.94,0.105,0.0343,109.256,audio_features,4SdYouir6PMejqqE3B9WqE,spotify:track:4SdYouir6PMejqqE3B9WqE,https://api.spotify.com/v1/tracks/4SdYouir6PMejqqE3B9WqE,https://api.spotify.com/v1/audio-analysis/4SdYouir6PMejqqE3B9WqE,270093,4,2016
41,0.464,0.0586,2,-24.762,0,0.046,0.992,0.958,0.0918,0.372,119.581,audio_features,4MEQkYg6D715wDzzm5r5K6,spotify:track:4MEQkYg6D715wDzzm5r5K6,https://api.spotify.com/v1/tracks/4MEQkYg6D715wDzzm5r5K6,https://api.spotify.com/v1/audio-analysis/4MEQkYg6D715wDzzm5r5K6,134467,3,Minuit à Paris
42,0.469,0.0246,7,-26.953,0,0.0377,0.993,0.882,0.12,0.367,98.155,audio_features,6cwjlkOqUP03x3bKNnAFVM,spotify:track:6cwjlkOqUP03x3bKNnAFVM,https://api.spotify.com/v1/tracks/6cwjlkOqUP03x3bKNnAFVM,https://api.spotify.com/v1/audio-analysis/6cwjlkOqUP03x3bKNnAFVM,87445,4,Spaces
43,0.381,0.0218,2,-27.422,1,0.046,0.994,0.941,0.079,0.34,134.062,audio_features,4QMnY8yCam7Gjuo3DdRMA7,spotify:track:4QMnY8yCam7Gjuo3DdRMA7,https://api.spotify.com/v1/tracks/4QMnY8yCam7Gjuo3DdRMA7,https://api.spotify.com/v1/audio-analysis/4QMnY8yCam7Gjuo3DdRMA7,170500,4,Time Of Loneliness
44,0.237,0.01,9,-28.81,0,0.0301,0.981,0.95,0.0901,0.104,81.319,audio_features,77UkJO0EKrR4GHko7WsOEB,spotify:track:77UkJO0EKrR4GHko7WsOEB,https://api.spotify.com/v1/tracks/77UkJO0EKrR4GHko7WsOEB,https://api.spotify.com/v1/audio-analysis/77UkJO0EKrR4GHko7WsOEB,108257,4,Breath Hold
45,0.483,0.0274,6,-24.966,1,0.0493,0.971,0.944,0.101,0.217,160.584,audio_features,4Y0sakC0g6TBWV4oPN3Z46,spotify:track:4Y0sakC0g6TBWV4oPN3Z46,https://api.spotify.com/v1/tracks/4Y0sakC0g6TBWV4oPN3Z46,https://api.spotify.com/v1/audio-analysis/4Y0sakC0g6TBWV4oPN3Z46,262507,4,Peace of Mind
46,0.206,0.0104,2,-32.569,1,0.0416,0.992,0.935,0.103,0.0392,182.377,audio_features,4hz8dBDxv3khizVVSmCX3G,spotify:track:4hz8dBDxv3khizVVSmCX3G,https://api.spotify.com/v1/tracks/4hz8dBDxv3khizVVSmCX3G,https://api.spotify.com/v1/audio-analysis/4hz8dBDxv3khizVVSmCX3G,294000,4,Aria
47,0.228,0.0659,2,-20.821,1,0.0419,0.991,0.951,0.109,0.279,168.48,audio_features,1eTMJio99kiOQwr74oGPc9,spotify:track:1eTMJio99kiOQwr74oGPc9,https://api.spotify.com/v1/tracks/1eTMJio99kiOQwr74oGPc9,https://api.spotify.com/v1/audio-analysis/1eTMJio99kiOQwr74oGPc9,131059,3,Distant
