,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name
143,0.858,0.68,4,-4.531,1,0.0795,0.171,0.0,0.173,0.621,113.993,audio_features,3NfgdU9mbIVhcJF3XvC0c9,spotify:track:3NfgdU9mbIVhcJF3XvC0c9,https://api.spotify.com/v1/tracks/3NfgdU9mbIVhcJF3XvC0c9,https://api.spotify.com/v1/audio-analysis/3NfgdU9mbIVhcJF3XvC0c9,176773,4,Dolphin
144,0.513,0.867,8,-3.729,1,0.0632,0.0631,0.0,0.34,0.536,149.967,audio_features,7cbZIBLhfD9taMBgEsIhIp,spotify:track:7cbZIBLhfD9taMBgEsIhIp,https://api.spotify.com/v1/tracks/7cbZIBLhfD9taMBgEsIhIp,https://api.spotify.com/v1/audio-analysis/7cbZIBLhfD9taMBgEsIhIp,213072,4,THANKS
145,0.694,0.879,5,-3.765,0,0.0515,0.0635,0.0,0.0478,0.84,108.045,audio_features,6UmRhJatcth1KF76r5ucvZ,spotify:track:6UmRhJatcth1KF76r5ucvZ,https://api.spotify.com/v1/tracks/6UmRhJatcth1KF76r5ucvZ,https://api.spotify.com/v1/audio-analysis/6UmRhJatcth1KF76r5ucvZ,203885,4,1 of 1
146,0.758,0.848,0,-3.601,1,0.0572,0.00611,0.0,0.143,0.42,111.015,audio_features,7C31PdvTuSvEFqn2sKISsX,spotify:track:7C31PdvTuSvEFqn2sKISsX,https://api.spotify.com/v1/tracks/7C31PdvTuSvEFqn2sKISsX,https://api.spotify.com/v1/audio-analysis/7C31PdvTuSvEFqn2sKISsX,185520,4,Blue Orangeade
147,0.631,0.649,8,-4.939,0,0.0377,0.17,0.0,0.321,0.459,108.07,audio_features,69WpV0U7OMNFGyq8I63dcC,spotify:track:69WpV0U7OMNFGyq8I63dcC,https://api.spotify.com/v1/tracks/69WpV0U7OMNFGyq8I63dcC,https://api.spotify.com/v1/audio-analysis/69WpV0U7OMNFGyq8I63dcC,183090,4,Given-Taken
148,0.606,0.848,11,-3.952,1,0.184,0.0114,1.06e-06,0.206,0.54,170.01,audio_features,75scDPqGs75FotglJSoOI2,spotify:track:75scDPqGs75FotglJSoOI2,https://api.spotify.com/v1/tracks/75scDPqGs75FotglJSoOI2,https://api.spotify.com/v1/audio-analysis/75scDPqGs75FotglJSoOI2,307676,4,MIC Drop (Steve Aoki Remix) [Full Length Edition]
149,0.693,0.93,8,-2.001,1,0.0735,0.0363,0.0,0.0643,0.799,123.986,audio_features,2yEjyto6ztOMGffProMlgX,spotify:track:2yEjyto6ztOMGffProMlgX,https://api.spotify.com/v1/tracks/2yEjyto6ztOMGffProMlgX,https://api.spotify.com/v1/audio-analysis/2yEjyto6ztOMGffProMlgX,183413,4,FUN!
150,0.78,0.956,8,-3.69,1,0.0882,0.0523,0.0,0.0675,0.921,114.971,audio_features,7dgO6H1BxXeXfxDkiDN8E9,spotify:track:7dgO6H1BxXeXfxDkiDN8E9,https://api.spotify.com/v1/tracks/7dgO6H1BxXeXfxDkiDN8E9,https://api.spotify.com/v1/audio-analysis/7dgO6H1BxXeXfxDkiDN8E9,202606,4,NalinA
151,0.695,0.68,3,-3.051,1,0.0614,0.141,0.0,0.109,0.692,160.034,audio_features,1qLgJ1M37Mj50hlOnuw9cs,spotify:track:1qLgJ1M37Mj50hlOnuw9cs,https://api.spotify.com/v1/tracks/1qLgJ1M37Mj50hlOnuw9cs,https://api.spotify.com/v1/audio-analysis/1qLgJ1M37Mj50hlOnuw9cs,198665,4,Naughty boy
152,0.614,0.823,1,-3.48,1,0.062,0.0269,0.0,0.0783,0.539,139.948,audio_features,54s6sdPuMjVtdB5d5KFzTC,spotify:track:54s6sdPuMjVtdB5d5KFzTC,https://api.spotify.com/v1/tracks/54s6sdPuMjVtdB5d5KFzTC,https://api.spotify.com/v1/audio-analysis/54s6sdPuMjVtdB5d5KFzTC,196506,4,Save Me
